Event Id,Event Time,Event Name,Risk Rating,Details,Source IP Address,AWS Region,Event Source,User Identity Type,Reason
39c3a9a2-1046-4405-8623-c37233d040a8,2024-09-26T06:38:17.222Z,PutMetricData,Medium,{},10.0.0.140,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
11d58c14-c13e-4a3f-9997-de2ffe16751d,2024-09-26T21:12:20.460Z,GetMetricData,Medium,{},10.0.0.238,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
95fe5985-96b4-4d6a-8064-12698932fd35,2024-09-27T05:32:11.659Z,PutMetricData,Medium,{},10.0.0.125,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
5f25c19e-ae63-4a55-984c-9565f211737a,2024-09-27T04:35:55.762Z,TerminateInstances,Medium,"{""instancesSet"":{""items"":[{""instanceId"":""prod-gumqh4w4""}]}}",98.76.54.3,us-east-1,ec2.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: ec2.amazonaws.com,"
3be81ce7-fa6f-4720-8ad7-b8ca3915c72e,2024-09-27T00:15:50.214Z,GetMetricData,Medium,{},10.0.0.238,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
9887f13f-b0bb-459e-a081-573c60b4e9e6,2024-09-26T16:49:10.355Z,RunInstances,Medium,"{""instancesSet"":{""items"":[{""instanceId"":""prod-76rtkj22""}]}}",54.32.10.219,us-east-1,ec2.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: ec2.amazonaws.com,"
ead20a96-a0ee-4910-b145-4184596a026c,2024-09-27T06:33:35.478Z,GetMetricData,Medium,{},192.168.1.205,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
f5b88bcf-230b-4780-9d9e-ff7822740724,2024-09-25T19:03:26.582Z,GetMetricData,Medium,{},192.168.1.42,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
0176b1f6-bfc9-4aec-ba4f-9a20875c86dd,2024-09-25T22:33:24.807Z,GetMetricData,Medium,{},192.168.1.94,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
3682c83b-62a6-4f42-8ac1-c00a090bccbf,2024-09-27T06:00:27.698Z,GetMetricData,Medium,{},10.0.0.32,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
acaafad7-ff7e-419a-a3e1-93f2c1b47616,2024-09-26T08:11:49.832Z,CopyObject,Medium,"{""bucketName"":""prod-voluptatem"",""key"":""open_source_incentivize_xss.ecelp7470""}",54.32.10.28,us-east-1,s3.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges,"
ace2bea2-4e6d-4abd-9f2f-63f440fa372f,2024-09-27T11:51:48.330Z,RunInstances,Medium,"{""instancesSet"":{""items"":[{""instanceId"":""prod-c2sc455g""}]}}",65.43.21.134,us-east-1,ec2.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: ec2.amazonaws.com,"
e568d903-0bbf-457a-bd2c-574e62e1ece9,2024-09-27T07:53:23.203Z,PutMetricData,Medium,{},192.168.1.98,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
6983e30f-15fb-40f7-be85-4a31dadf0a15,2024-09-26T12:02:38.595Z,GetMetricData,Medium,{},192.168.1.6,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
a43fd4b4-f454-4fab-898a-95d7f16db3ad,2024-09-26T07:36:17.929Z,PutMetricData,Medium,{},192.168.1.129,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
69162a0d-4c7a-4aa6-83cc-0f26f098ab5e,2024-09-26T04:34:52.632Z,PutMetricData,Medium,{},10.0.0.185,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
ecb6b2e2-87b7-4bd4-8555-dc3f75933345,2024-09-27T10:37:17.555Z,GetMetricData,Medium,{},10.0.0.65,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
b1c867f5-4bbf-4f79-815d-2879a2fbf0f0,2024-09-26T05:13:04.100Z,PutMetricData,Medium,{},192.168.1.245,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
69d44b92-4a9d-45b0-8688-61969750f763,2024-09-26T01:27:50.712Z,PutMetricData,Medium,{},192.168.1.142,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
ddd23cbd-aa44-490d-85b2-8b2ad63bfe99,2024-09-27T07:23:18.227Z,GetMetricData,Medium,{},192.168.1.230,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
30e0a169-bc4f-4d2b-a0d5-d30393da4b46,2024-09-27T01:12:54.848Z,PutMetricData,Medium,{},10.0.0.219,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
6f2bf832-21f4-43a6-bb56-6057f20d3b37,2024-09-27T00:16:40.094Z,PutUserPolicy,High,{},98.76.54.23,us-east-1,iam.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: iam.amazonaws.com, User has made changes to IAM policies HIGH RISK: User has made changes to IAM policies: eva,"
4bc78a48-a848-4de3-9235-4cd4691c6884,2024-09-25T23:04:03.246Z,TerminateInstances,Medium,"{""instancesSet"":{""items"":[{""instanceId"":""prod-kzuh3uq8""}]}}",54.32.10.106,us-east-1,ec2.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: ec2.amazonaws.com,"
563cb397-ced9-4397-b324-4eca4cb3988d,2024-09-26T17:47:42.632Z,PutMetricData,Medium,{},10.0.0.184,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
cd8011d0-a2f6-4f30-a9c3-f88bdec4b549,2024-09-26T03:45:45.662Z,PutMetricData,Medium,{},192.168.1.47,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
525a6251-a5c3-4adb-8ca3-1944e681afec,2024-09-27T05:36:05.860Z,GetSecretValue,Medium,"{""secretId"":""prod-deserunt""}",41.219.220.153,us-east-1,secretsmanager.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges,"
7fa56cb6-b6a2-4341-83da-5501a9852ef3,2024-09-27T07:25:45.360Z,GetMetricData,Medium,{},10.0.0.43,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
e698dd60-b166-4b90-871c-b93f5b534a04,2024-09-26T19:27:06.363Z,PutMetricData,Medium,{},10.0.0.180,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
f0dc6197-a598-4a25-876a-65e607d0ab00,2024-09-26T06:59:16.457Z,PutMetricData,Medium,{},192.168.1.130,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
0fa79ee6-6a80-4c55-b2cd-82f28b401e4c,2024-09-26T05:19:52.757Z,GetMetricData,Medium,{},192.168.1.2,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
86b541cc-336c-4835-97ac-5c06fb85d523,2024-09-25T17:49:23.014Z,CopyObject,Medium,"{""bucketName"":""prod-suscipit"",""key"":""systems_front_end.rld""}",98.76.54.29,us-east-1,s3.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges,"
bfbdf43d-962b-443d-a863-7c8cc2199416,2024-09-26T15:49:19.468Z,PutUserPolicy,High,{},54.32.10.1,us-east-1,iam.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: iam.amazonaws.com, User has made changes to IAM policies HIGH RISK: User has made changes to IAM policies: dimitri,"
e05f7ce0-d51c-4be1-8e97-1e6fa3df46ad,2024-09-26T08:12:18.102Z,GetMetricData,Medium,{},10.0.0.83,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
5f16cbaf-9603-419c-87ac-7311927fb246,2024-09-25T21:28:48.108Z,GetMetricData,Medium,{},192.168.1.44,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
94264d77-f578-437f-a24f-92e2d61d2a0b,2024-09-26T15:08:14.093Z,GetMetricData,Medium,{},192.168.1.180,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
bd775624-0a2c-4116-aecf-2027687dffea,2024-09-27T01:32:14.416Z,CopyObject,Medium,"{""bucketName"":""prod-consectetur"",""key"":""cambridgeshire.ecelp9600""}",102.54.32.77,us-east-1,s3.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges,"
2e709dc2-2e3c-443f-ace7-6a0a878580b6,2024-09-25T20:11:53.761Z,PutMetricData,Medium,{},10.0.0.77,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
7e56d50d-1923-4523-a4c2-2d219e016c4d,2024-09-25T23:37:31.794Z,PutUserPolicy,High,{},65.43.21.79,us-east-1,iam.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: iam.amazonaws.com, User has made changes to IAM policies HIGH RISK: User has made changes to IAM policies: alice,"
a0f0ad38-8eb6-449a-8325-1ee0ca3f6d76,2024-09-26T09:16:15.516Z,PutMetricData,Medium,{},10.0.0.55,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
f3c42552-6bf4-4ca9-a7a8-f213f7daadc9,2024-09-25T21:14:10.595Z,DeleteObject,High,"{""bucketName"":""prod-doloremque"",""key"":""fantastic_seamless.smv""}",123.456.78.242,us-east-1,s3.amazonaws.com,IAMUser,"HIGH RISK: Manual Deletion may have occurred; investigation required, MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, Deletion or modification of production resource HIGH RISK: Deletion or modification of production resource; review required,"
b3867d7d-3586-414d-970e-fd59382df355,2024-09-25T17:24:32.977Z,PutMetricData,Medium,{},10.0.0.124,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
eda66b23-8a42-466d-bc08-e7a17546f083,2024-09-27T01:27:46.193Z,PutMetricData,Medium,{},10.0.0.241,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
7fc84703-2ef5-4643-bc76-573944491881,2024-09-25T16:04:52.413Z,GetMetricData,Medium,{},10.0.0.143,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
5d41f417-7af6-4521-b3a7-51a1fd0e57a7,2024-09-27T08:36:13.613Z,PutMetricData,Medium,{},192.168.1.141,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
b1e444b1-d410-4c7b-9bd6-4eeca9c19f72,2024-09-26T17:29:38.731Z,PutMetricData,Medium,{},192.168.1.193,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
33323d18-4c0b-40b0-aefd-d2d3d54e4c76,2024-09-27T06:23:44.453Z,TerminateInstances,Medium,"{""instancesSet"":{""items"":[{""instanceId"":""prod-gcxlhm1x""}]}}",102.54.32.147,us-east-1,ec2.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: ec2.amazonaws.com,"
d73f3070-760d-4204-8d81-6530336aec01,2024-09-26T15:36:53.789Z,RunInstances,Medium,"{""instancesSet"":{""items"":[{""instanceId"":""prod-psx9bt3j""}]}}",41.219.220.242,us-east-1,ec2.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: ec2.amazonaws.com,"
968a2445-d0e2-4f82-a355-87e4e459a175,2024-09-25T14:28:09.771Z,PutMetricData,Medium,{},10.0.0.27,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
097badd0-f18c-4558-9983-d17209a9afa6,2024-09-26T13:39:59.129Z,GetMetricData,Medium,{},10.0.0.95,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
d5781173-95fa-411d-9fbc-0a1a31440ce6,2024-09-26T07:18:23.751Z,TerminateInstances,Medium,"{""instancesSet"":{""items"":[{""instanceId"":""prod-n3zyln4v""}]}}",41.219.220.136,us-east-1,ec2.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: ec2.amazonaws.com,"
f6b8aaca-b8de-4b04-9cc7-6c82155d7be1,2024-09-27T08:11:06.268Z,GetMetricData,Medium,{},10.0.0.36,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
0310a172-d47e-4aa1-9885-daec420a21ee,2024-09-27T06:03:21.418Z,PutMetricData,Medium,{},10.0.0.16,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
d2ce3735-487e-47d1-9a83-6beef40e3faa,2024-09-26T04:38:13.854Z,PutMetricData,Medium,{},192.168.1.182,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
f3b76c48-e4a9-42ed-a208-b1240588c2cf,2024-09-25T23:11:17.560Z,PutMetricData,Medium,{},192.168.1.252,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
091b46fa-7b70-444c-a323-3726bd2408b5,2024-09-25T22:40:36.022Z,CopyObject,Medium,"{""bucketName"":""prod-optio"",""key"":""program_engineer.mar""}",98.76.54.28,us-east-1,s3.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges,"
110b0067-88a4-45b1-9e5e-c49cedd87cdc,2024-09-27T09:02:50.066Z,CopyObject,Medium,"{""bucketName"":""prod-optio"",""key"":""technician.irp""}",102.54.32.64,us-east-1,s3.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges,"
4dd0d1d3-f769-4adf-9bd0-7149123b2a50,2024-09-26T19:48:17.666Z,PutMetricData,Medium,{},192.168.1.136,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
930a7908-352f-41c7-8e0d-5fab9ca86261,2024-09-25T21:59:51.004Z,PutMetricData,Medium,{},10.0.0.204,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
2322dbd8-ce31-4d24-8ab6-55b455e3ec93,2024-09-27T02:43:45.659Z,DeleteObject,High,"{""bucketName"":""prod-rerum"",""key"":""lock_borders.spq""}",41.219.220.133,us-east-1,s3.amazonaws.com,IAMUser,"HIGH RISK: Manual Deletion may have occurred; investigation required, MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, Deletion or modification of production resource HIGH RISK: Deletion or modification of production resource; review required,"
d7ad3a58-c09e-47ed-869d-4091f8ae75b3,2024-09-26T16:37:05.272Z,PutMetricData,Medium,{},10.0.0.62,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
